StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CTC_TimeV_First Click,CTC_TimeV_Last Click,CTC_TimeV_Page Submit,CTC_TimeV_Click Count,CTC_Capt1_8,CTC_Time1_First Click,CTC_Time1_Last Click,CTC_Time1_Page Submit,CTC_Time1_Click Count,CTC_Sail_1,CTC_Time2_First Click,CTC_Time2_Last Click,CTC_Time2_Page Submit,CTC_Time2_Click Count,STC_TimeV_First Click,STC_TimeV_Last Click,STC_TimeV_Page Submit,STC_TimeV_Click Count,STC_Sail1_1,STC_Time1_First Click,STC_Time1_Last Click,STC_Time1_Page Submit,STC_Time1_Click Count,STC_Capt_1,STC_Time2_First Click,STC_Time2_Last Click,STC_Time2_Page Submit,STC_Time2_Click Count,CTP_TimeV_First Click,CTP_TimeV_Last Click,CTP_TimeV_Page Submit,CTP_TimeV_Click Count,CTP_Capt1_1,CTP_Time1_First Click,CTP_Time1_Last Click,CTP_Time1_Page Submit,CTP_Time1_Click Count,CTP_Sail_1,CTP_Time2_First Click,CTP_Time2_Last Click,CTP_Time2_Page Submit,CTP_Time2_Click Count,STP_TimeV_First Click,STP_TimeV_Last Click,STP_TimeV_Page Submit,STP_TimeV_Click Count,STP_Sail1_1,STP_Time1_First Click,STP_Time1_Last Click,STP_Time1_Page Submit,STP_Time1_Click Count,STP_Capt_1,STP_Time2_First Click,STP_Time2_Last Click,STP_Time2_Page Submit,STP_Time2_Click Count,politics,religion,gender,age,race,race_5_TEXT,income,FL_11_DO
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,59,TRUE,8/29/2018 13:34,R_2RNQ5tbYxTmuA2p,,,,,43.93170166,-76.09290314,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23.834,0,31,10.245,10.245,11.124,1,27,3.077,3.077,4.06,1,2,2,Female,37,White,,"$25,000 - $49,999",SailorTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,51,TRUE,8/29/2018 13:34,R_2EsOjE0f2LrmRHr,,,,,34.58520508,-92.67420197,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14.464,0,86,6.695,6.695,7.386,1,86,3.722,3.722,4.467,1,,,,,,,,,,,,,,,5,5,Female,23,White,,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,46,TRUE,8/29/2018 13:34,R_3MMvv3D8ApbirPC,,,,,55.73860168,37.60679626,anonymous,EN,0,0,1.063,0,91,2.835,4.499,4.866,4,98,1.775,4.464,5.027,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Extremely Religious,Male,28,White,,"$75,000 - $99,999",CaptainTest-Cargo
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,36,TRUE,8/29/2018 13:34,R_1Cp5duOvlwBvRc8,,,,,30.290802,-81.63300323,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.035,0,93,2.592,3.336,4.058,2,82,2.512,4.296,5.313,2,5,Extremely Religious,Female,28,White,,"$75,000 - $99,999",SailorTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,48,TRUE,8/29/2018 13:34,R_2aOxjmRYkwCvh5H,,,,,42.36459351,-71.10279846,anonymous,EN,,,,,,,,,,,,,,,2.563,10.613,18.508,3,66,4.403,4.403,6.382,1,93,3.135,3.135,3.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Not at All Religious,Female,36,White,,"$25,000 - $49,999",SailorTest-Cargo
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,79,TRUE,8/29/2018 13:34,R_3vNHxSCRZWVOWch,,,,,34.79449463,-86.51270294,anonymous,EN,0,0,35.835,0,,0,0,6.114,0,,0,0,6.166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Not at All Religious,Female,23,Latino/a,,"$50,000 - $74,999",CaptainTest-Cargo
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,45,TRUE,8/29/2018 13:34,R_1NDnr9gE4f1ptsv,,,,,29.93930054,-90.07379913,anonymous,EN,,,,,,,,,,,,,,,0,0,14.348,0,91,8.013,8.013,9.71,1,92,3.035,3.661,3.923,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Male,47,White,,"$75,000 - $99,999",SailorTest-Cargo
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,49,TRUE,8/29/2018 13:34,R_1Ca6dgU7x2Zh51c,,,,,43.24560547,-75.48020172,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24.085,0,71,6.037,6.037,6.834,1,71,2.734,2.734,3.388,1,3,Not at All Religious,Male,32,White,,"less than $25,000",SailorTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,66,TRUE,8/29/2018 13:34,R_2TIhDXZfsGu0for,,,,,27.07749939,-80.25869751,anonymous,EN,0,0,16.464,0,30,11.646,11.646,13.722,1,29,4.201,4.201,5.328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Male,63,White,,"less than $25,000",CaptainTest-Cargo
8/29/2018 13:34,8/29/2018 13:34,IP Address,,100,41,TRUE,8/29/2018 13:34,R_1ozl2kUvUIc7GPo,,,,,41.63540649,-70.9434967,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.076,0,0,2.486,2.486,3.626,1,0,2.025,2.025,3.786,1,,,,,,,,,,,,,,,2,2,Male,31,Asian,,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,68,TRUE,8/29/2018 13:34,R_1QKqcvhbWkFlHO7,,,,,26.72120667,-80.09249878,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25.301,0,40,9.163,9.163,10.088,1,70,5.285,5.285,6.332,1,5,3,Male,29,White,,"less than $25,000",SailorTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,51,TRUE,8/29/2018 13:34,R_23SjiJ3vWGvcmbf,,,,,41.37739563,-104.7639008,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.723,15.723,19.128,1,4,3.053,4.581,5.595,3,0,3.519,3.519,4.272,1,5,5,Male,41,White,,"$25,000 - $49,999",SailorTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,83,TRUE,8/29/2018 13:34,R_3nDxOfMh1NQeU2V,,,,,19.69329834,-100.5538025,anonymous,EN,0,0,40.145,0,100,3.579,3.579,4.415,1,100,2.332,2.332,3.346,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Not at All Religious,Male,23,White,,"more than $250,000",CaptainTest-Cargo
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,87,TRUE,8/29/2018 13:34,R_0Os1GXvQCSmkSgF,,,,,35.93409729,-78.71659851,anonymous,EN,0,0,26.919,0,0,10.322,10.322,15.863,1,0,4.16,4.16,5.833,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,5,Female,43,Black,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:34,8/29/2018 13:34,IP Address,,100,28,TRUE,8/29/2018 13:34,R_YaWY4wyed8oIGT7,,,,,33.45480347,-86.87400055,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.613,0.613,2.688,1,70,0.944,0.944,1.762,1,77,0.508,0.508,1.08,1,3,3,Male,45,Black,,"$50,000 - $74,999",SailorTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,59,TRUE,8/29/2018 13:34,R_2xGaXhZ7CtG7fWD,,,,,47.90150452,-122.1844025,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18.154,0,71,12.908,12.908,14.518,1,80,5.693,5.693,6.478,1,Very Liberal,Not at All Religious,Female,28,White,,"less than $25,000",SailorTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,86,TRUE,8/29/2018 13:34,R_bfjk8x0QnmTPrWh,,,,,38.626297,-121.3827972,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29.471,0,80,8.956,8.956,11.044,1,81,6.833,6.833,8.111,1,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,51,"Other, please specify:",black and white,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:34,8/29/2018 13:34,IP Address,,100,41,TRUE,8/29/2018 13:34,R_2PnzsjrNce9icfx,,,,,34.0184021,-119.7252045,anonymous,EN,0,0,15.015,0,79,4.528,4.528,5.077,1,85,1.529,1.529,1.994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,28,Asian,,"$50,000 - $74,999",CaptainTest-Cargo
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,91,TRUE,8/29/2018 13:34,R_3dZmCyXjsbAZuss,,,,,41.51260376,-86.28479767,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33.45,0,10,7.881,13.754,15.595,2,9,10.493,10.493,14.763,1,,,,,,,,,,,,,,,3,2,Male,53,White,,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:33,8/29/2018 13:34,IP Address,,100,67,TRUE,8/29/2018 13:34,R_yIbtfUJMM4P5nTH,,,,,41.88000488,-88.35870361,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.579,0,9,8.344,8.344,9.52,1,9,4.655,4.655,5.591,1,4,3,Female,52,Asian,,"$100,000 - $149,999",SailorTest-Passengers
8/29/2018 13:34,8/29/2018 13:34,IP Address,,100,56,TRUE,8/29/2018 13:34,R_ULx82gBELBmFI65,,,,,45.4763031,-122.6408005,anonymous,EN,,,,,,,,,,,,,,,0,0,15.526,0,62,4.539,4.539,7.379,1,61,5.311,5.311,7.532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Not at All Religious,Female,35,White,,"$150,000 - $249,999",SailorTest-Cargo
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,60,TRUE,8/29/2018 13:35,R_2wprBbfvcbj7jjM,,,,,39.76400757,-105.0179977,anonymous,EN,0,0,23.953,0,0,14.129,14.129,15.308,1,40,5.182,7.295,7.946,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Not at All Religious,Male,27,White,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:33,8/29/2018 13:35,IP Address,,100,79,TRUE,8/29/2018 13:35,R_3sprqvcNgE2wcnv,,,,,42.91290283,-76.56590271,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.858,7.139,37.951,2,100,6.823,6.823,14.851,1,100,3.92,3.92,4.781,1,,,,,,,,,,,,,,,2,2,Male,34,White,,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:33,8/29/2018 13:35,IP Address,,100,64,TRUE,8/29/2018 13:35,R_1F2IiRePgzaoOR4,,,,,39.95860291,-83.8062973,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.517,4.522,30.732,2,100,13.612,13.612,14.226,1,100,2.309,2.309,2.862,1,,,,,,,,,,,,,,,3,Not at All Religious,Male,35,White,,"$25,000 - $49,999",CaptainTest-Passengers
8/29/2018 13:33,8/29/2018 13:35,IP Address,,100,90,TRUE,8/29/2018 13:35,R_6ybHtFDRrpCTHNf,,,,,39.09970093,-94.57859802,anonymous,EN,,,,,,,,,,,,,,,4.541,4.541,7.372,1,53,4.662,8.509,9.141,3,59,2.035,5.444,6.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,Male,30,White,,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,64,TRUE,8/29/2018 13:35,R_1dERqv1YA7qF2o8,,,,,39.1526947,-83.03910065,anonymous,EN,,,,,,,,,,,,,,,0,0,25.627,0,100,2.601,2.601,5.438,1,100,4.143,4.143,6.385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Male,38,White,,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,31,TRUE,8/29/2018 13:35,R_1DByh0ObghBD66i,,,,,43.18190002,-77.64009857,anonymous,EN,8.301,8.424,9.267,2,90,3.447,3.467,3.991,2,91,1.476,1.476,2.067,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Male,28,White,,"$50,000 - $74,999",CaptainTest-Cargo
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,50,TRUE,8/29/2018 13:35,R_1pKZP8PqsOusepg,,,,,33.97920227,-81.2589035,anonymous,EN,0,0,15.379,0,0,3.368,3.368,4.499,1,0,1.826,1.826,2.588,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Conservative,Extremely Religious,Female,39,White,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:33,8/29/2018 13:35,IP Address,,100,74,TRUE,8/29/2018 13:35,R_1Nm2AWexW2hWFZ7,,,,,40.94219971,-74.41960144,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.99,0,34,11.826,11.826,13.189,1,40,6.662,6.662,7.97,1,5,Extremely Religious,Female,62,White,,"$150,000 - $249,999",SailorTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,57,TRUE,8/29/2018 13:35,R_3m97sK6GsiJEfQY,,,,,39.64120483,-119.6940002,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.729,0,15,4.617,4.617,5.766,1,46,6.952,6.952,7.924,1,3,Not at All Religious,Female,39,White,,"$50,000 - $74,999",SailorTest-Passengers
8/29/2018 13:33,8/29/2018 13:35,IP Address,,100,93,TRUE,8/29/2018 13:35,R_QbLnI36HfoxWyT7,,,,,39.39190674,-76.52880096,anonymous,EN,,,,,,,,,,,,,,,0,0,32.744,0,87,9.63,10.521,11.746,2,96,3.895,5.131,6.442,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,Male,38,White,,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,59,TRUE,8/29/2018 13:35,R_3jdH9iuXPWjILU2,,,,,37.2328949,-79.27880096,anonymous,EN,0,0,21.904,0,61,8.976,8.976,10.026,1,61,3.785,3.785,4.838,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,Female,32,White,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,76,TRUE,8/29/2018 13:35,R_1HhslPx8UTlWP0S,,,,,35.23980713,-81.58470154,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46.244,0,100,9.326,9.326,9.863,1,100,3.484,3.484,4.386,1,,,,,,,,,,,,,,,5,Not at All Religious,Female,32,White,,"$50,000 - $74,999",CaptainTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,45,TRUE,8/29/2018 13:35,R_2PbCpYN6OLHilqF,,,,,34.05839539,-118.2779999,anonymous,EN,,,,,,,,,,,,,,,0,0,5.638,0,74,1.326,1.326,2.937,1,73,1.934,1.934,3.161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,Male,27,White,,"$25,000 - $49,999",SailorTest-Cargo
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,47,TRUE,8/29/2018 13:35,R_x9kDVbsWu2yJ4T7,,,,,37.27009583,-79.96009827,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18.535,0,93,4.605,4.605,5.258,1,92,2.489,2.489,3.419,1,,,,,,,,,,,,,,,5,3,Male,30,White,,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,60,TRUE,8/29/2018 13:35,R_2zr3sbT1gBMeEGR,,,,,38.67289734,-121.1488037,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25.815,0,10,9.455,9.455,10.671,1,4,3.643,3.643,4.771,1,3,2,Female,40,White,,"$50,000 - $74,999",SailorTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,59,TRUE,8/29/2018 13:35,R_ebpMD1LeBPu4q1r,,,,,40.61520386,-75.54370117,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19.814,0,61,4.267,7.371,8.772,4,65,1.571,1.571,2.467,1,,,,,,,,,,,,,,,4,3,Male,33,Asian,,"$75,000 - $99,999",CaptainTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,53,TRUE,8/29/2018 13:35,R_1QMafPVdBHZsujD,,,,,51.29930115,9.490997314,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.901,0,53,5.786,5.716,6.638,2,,0,0,4.899,0,4,4,Female,30,White,,"less than $25,000",SailorTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,57,TRUE,8/29/2018 13:35,R_s52lCALGb8emKQx,,,,,38.32049561,-77.41130066,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.028,22.028,27.046,1,11,5.222,7.798,8.534,2,10,5.006,5.006,5.494,1,,,,,,,,,,,,,,,3,4,Female,31,White,,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,71,TRUE,8/29/2018 13:35,R_Qi9n0mJD7fzHuvL,,,,,40.03790283,-79.12039948,anonymous,EN,0,0,29.1,0,16,9.88,9.88,11.386,1,23,3.628,4.468,6.486,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Male,34,White,,"less than $25,000",CaptainTest-Cargo
8/29/2018 13:33,8/29/2018 13:35,IP Address,,100,114,TRUE,8/29/2018 13:35,R_24p9IeCk9iyuSml,,,,,28.751297,-81.10440063,anonymous,EN,0,0,47.308,0,41,15.647,15.647,19.812,1,31,6.32,6.32,7.821,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Not at All Religious,Female,50,White,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:33,8/29/2018 13:35,IP Address,,100,115,TRUE,8/29/2018 13:35,R_sIonqz6quSzNdIt,,,,,33.97349548,-118.2452011,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.381,58.99,59.941,12,10,2.153,6.476,7.807,3,91,11.055,15.743,16.156,3,3,5,Female,27,White,,"$50,000 - $74,999",SailorTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,50,TRUE,8/29/2018 13:35,R_2Xb35kyZGg24Lie,,,,,39.67889404,-86.12760162,anonymous,EN,,,,,,,,,,,,,,,0,0,13.954,0,100,2.297,2.297,3.855,1,100,1.738,4.079,4.721,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Male,21,White,,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:33,8/29/2018 13:35,IP Address,,100,101,TRUE,8/29/2018 13:35,R_1NE2jzvg7UXOWYN,,,,,40.72140503,-74.00520325,anonymous,EN,,,,,,,,,,,,,,,0,0,2.596,0,81,15.176,36.578,36.95,4,50,12.336,12.336,13.32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Extremely Religious,Male,31,White,,"$75,000 - $99,999",SailorTest-Cargo
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,37,TRUE,8/29/2018 13:35,R_1pPBCYX7x5eT9Ki,,,,,42.73550415,-73.72039795,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.359,4.046,12.545,2,35,1.206,3.394,4.178,4,41,0.925,1.276,2.094,2,,,,,,,,,,,,,,,3,Not at All Religious,Male,25,Asian,,"$25,000 - $49,999",CaptainTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,76,TRUE,8/29/2018 13:35,R_2B2kRVYMZjuH28W,,,,,42.59080505,-71.80549622,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,40.58,0,91,4.173,5.315,5.87,2,92,2.819,3.651,4.113,2,,,,,,,,,,,,,,,4,Not at All Religious,Female,27,White,,"$25,000 - $49,999",CaptainTest-Passengers
8/29/2018 13:34,8/29/2018 13:35,IP Address,,100,50,TRUE,8/29/2018 13:35,R_1KlpEHmYsGC3M5w,,,,,33.88000488,-117.9633026,anonymous,EN,,,,,,,,,,,,,,,6.568,10.883,11.46,2,100,17.658,17.658,18.186,1,100,2.434,2.434,3.082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Not at All Religious,Female,26,White,,"$25,000 - $49,999",SailorTest-Cargo
